,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat,dam,spp
0,2010-04-01,4.742130924974439,4.742130924974439,4.742130924974439,-0.39249442237718957,2.9884037885789483,-3.436321156350476,-3.436321156350476,-3.436321156350476,-3.436321156350476,-3.436321156350476,-3.436321156350476,-0.04682683924323256,-0.04682683924323256,-0.04682683924323256,-3.389494317107244,-3.389494317107244,-3.389494317107244,1.3058097686239627,MCN,chinook_adult
1,2010-04-02,4.737571462440505,4.737571462440505,4.737571462440505,-0.3187429738523408,3.1897335068604447,-3.302533379879679,-3.302533379879679,-3.302533379879679,-3.302533379879679,-3.302533379879679,-3.302533379879679,-0.024241060253601836,-0.024241060253601836,-0.024241060253601836,-3.2782923196260776,-3.2782923196260776,-3.2782923196260776,1.4350380825608262,MCN,chinook_adult
2,2010-04-03,4.733011999906572,4.733011999906572,4.733011999906572,-0.07405531289450011,3.260169338008728,-3.168359090513445,-3.168359090513445,-3.168359090513445,-3.168359090513445,-3.168359090513445,-3.168359090513445,-0.01348277950680849,-0.01348277950680849,-0.01348277950680849,-3.1548763110066362,-3.1548763110066362,-3.1548763110066362,1.5646529093931272,MCN,chinook_adult
3,2010-04-04,4.728452537372639,4.728452537372639,4.728452537372639,0.08320429623254262,3.4124086577087236,-2.998299012465045,-2.998299012465045,-2.998299012465045,-2.998299012465045,-2.998299012465045,-2.998299012465045,0.020735622218740344,0.020735622218740344,0.020735622218740344,-3.019034634683786,-3.019034634683786,-3.019034634683786,1.7301535249075939,MCN,chinook_adult
4,2010-04-05,4.7238930748387045,4.7238930748387045,4.7238930748387045,0.010691374894828886,3.546009446887833,-2.8523030758699477,-2.8523030758699477,-2.8523030758699477,-2.8523030758699477,-2.8523030758699477,-2.8523030758699477,0.018393461188925507,0.018393461188925507,0.018393461188925507,-2.870696537058874,-2.870696537058874,-2.870696537058874,1.8715899989687568,MCN,chinook_adult
5,2010-04-06,4.719333612304771,4.719333612304771,4.719333612304771,0.2837475119570131,3.6478619443706766,-2.6731742851098805,-2.6731742851098805,-2.6731742851098805,-2.6731742851098805,-2.6731742851098805,-2.6731742851098805,0.03676437220114126,0.03676437220114126,0.03676437220114126,-2.709938657311022,-2.709938657311022,-2.709938657311022,2.0461593271948906,MCN,chinook_adult
6,2010-04-07,4.714774149770837,4.714774149770837,4.714774149770837,0.35688624012651177,3.8676271736913135,-2.5283315429035293,-2.5283315429035293,-2.5283315429035293,-2.5283315429035293,-2.5283315429035293,-2.5283315429035293,0.008657223394838145,0.008657223394838145,0.008657223394838145,-2.5369887662983674,-2.5369887662983674,-2.5369887662983674,2.1864426068673075,MCN,chinook_adult
7,2010-04-08,4.7102146872369035,4.7102146872369035,4.7102146872369035,0.41694443474764603,4.120909315821952,-2.399053514176617,-2.399053514176617,-2.399053514176617,-2.399053514176617,-2.399053514176617,-2.399053514176617,-0.04682683924321308,-0.04682683924321308,-0.04682683924321308,-2.352226674933404,-2.352226674933404,-2.352226674933404,2.3111611730602863,MCN,chinook_adult
8,2010-04-09,4.70565522470297,4.70565522470297,4.70565522470297,0.7983321497248698,4.268536292580204,-2.1804233623595817,-2.1804233623595817,-2.1804233623595817,-2.1804233623595817,-2.1804233623595817,-2.1804233623595817,-0.02424106025357438,-0.02424106025357438,-0.02424106025357438,-2.1561823021060076,-2.1561823021060076,-2.1561823021060076,2.5252318623433885,MCN,chinook_adult
9,2010-04-10,4.701095762169037,4.701095762169037,4.701095762169037,0.9682294634606741,4.496035073174885,-1.9630137403730483,-1.9630137403730483,-1.9630137403730483,-1.9630137403730483,-1.9630137403730483,-1.9630137403730483,-0.013482779506796515,-0.013482779506796515,-0.013482779506796515,-1.9495309608662519,-1.9495309608662519,-1.9495309608662519,2.7380820217959885,MCN,chinook_adult
10,2010-04-11,4.696536299635103,4.696536299635103,4.696536299635103,1.1940133415203893,4.791346220169104,-1.7123503651146144,-1.7123503651146144,-1.7123503651146144,-1.7123503651146144,-1.7123503651146144,-1.7123503651146144,0.02073562221869456,0.02073562221869456,0.02073562221869456,-1.733085987333309,-1.733085987333309,-1.733085987333309,2.984185934520489,MCN,chinook_adult
11,2010-04-12,4.691976837101169,4.691976837101169,4.691976837101169,1.5656249209650717,4.997366596700885,-1.4893954366304605,-1.4893954366304605,-1.4893954366304605,-1.4893954366304605,-1.4893954366304605,-1.4893954366304605,0.01839346118888705,0.01839346118888705,0.01839346118888705,-1.507788897819347,-1.507788897819347,-1.507788897819347,3.2025814004707085,MCN,chinook_adult
12,2010-04-13,4.687417374567235,4.687417374567235,4.687417374567235,1.771342898715206,5.246163699840657,-1.2379329421601908,-1.2379329421601908,-1.2379329421601908,-1.2379329421601908,-1.2379329421601908,-1.2379329421601908,0.036764372201051165,0.036764372201051165,0.036764372201051165,-1.2746973143612417,-1.2746973143612417,-1.2746973143612417,3.4494844324070444,MCN,chinook_adult
13,2010-04-14,4.682857912033302,4.682857912033302,4.682857912033302,2.020480568689289,5.3004294563482635,-1.026313722449669,-1.026313722449669,-1.026313722449669,-1.026313722449669,-1.026313722449669,-1.026313722449669,0.00865722339491962,0.00865722339491962,0.00865722339491962,-1.0349709458445886,-1.0349709458445886,-1.0349709458445886,3.6565441895836326,MCN,chinook_adult
14,2010-04-15,4.678298449499368,4.678298449499368,4.678298449499368,2.157190809001414,5.603009879485299,-0.8366827892661478,-0.8366827892661478,-0.8366827892661478,-0.8366827892661478,-0.8366827892661478,-0.8366827892661478,-0.04682683924318773,-0.04682683924318773,-0.04682683924318773,-0.7898559500229599,-0.7898559500229599,-0.7898559500229599,3.8416156602332205,MCN,chinook_adult
15,2010-04-16,4.673738986965435,4.673738986965435,4.673738986965435,2.2244837837239264,5.765564488006806,-0.5649090904153431,-0.5649090904153431,-0.5649090904153431,-0.5649090904153431,-0.5649090904153431,-0.5649090904153431,-0.02424106025354693,-0.02424106025354693,-0.02424106025354693,-0.540668030161796,-0.540668030161796,-0.540668030161796,4.108829896550092,MCN,chinook_adult
16,2010-04-17,4.6691795244315015,4.6691795244315015,4.6691795244315015,2.564803405771605,6.043947203149732,-0.3022574177411588,-0.3022574177411588,-0.3022574177411588,-0.3022574177411588,-0.3022574177411588,-0.3022574177411588,-0.013482779506784549,-0.013482779506784549,-0.013482779506784549,-0.28877463823437427,-0.28877463823437427,-0.28877463823437427,4.3669221066903425,MCN,chinook_adult
17,2010-04-18,4.664620061897567,4.664620061897567,4.664620061897567,2.967310691092159,6.543107891768415,-0.014841042117296166,-0.014841042117296166,-0.014841042117296166,-0.014841042117296166,-0.014841042117296166,-0.014841042117296166,0.02073562221870073,0.02073562221870073,0.02073562221870073,-0.03557666433599689,-0.03557666433599689,-0.03557666433599689,4.649779019780271,MCN,chinook_adult
